5154620027622263|11|2031|569
5154620027606282|11|2031|673
5154620027634615|11|2031|107
5154620027648664|11|2031|893
5154620027673472|11|2031|470
5154620027687803|11|2031|956
5154620027641206|11|2031|665
5154620027642626|11|2031|606
5154620027668373|11|2031|034
5154620027685575|11|2031|452
5154620027673225|11|2031|619
5154620027654654|11|2031|427
5154620027650850|11|2031|200
5154620027663853|11|2031|823
5154620027673878|11|2031|500
5154620027632502|11|2031|201
5154620027685070|11|2031|977
5154620027637162|11|2031|181
5154620027602711|11|2031|258
5154620027626843|11|2031|816
5154620027612876|11|2031|090
5154620027622537|11|2031|503
5154620027605664|11|2031|019
5154620027658465|11|2031|230
5154620027645843|11|2031|213
5154620027661352|11|2031|453
5154620027643012|11|2031|075
5154620027670064|11|2031|316
5154620027655453|11|2031|482
5154620027616372|11|2031|172
5154620027617263|11|2031|689
5154620027683620|11|2031|941
5154620027618535|11|2031|520
5154620027656733|11|2031|923
5154620027602240|11|2031|876
5154620027667326|11|2031|804
5154620027650413|11|2031|156
5154620027651833|11|2031|913
5154620027670411|11|2031|130
5154620027651726|11|2031|658
5154620027631082|11|2031|048
5154620027642261|11|2031|465
5154620027671526|11|2031|233
5154620027684636|11|2031|560
5154620027621000|11|2031|969
5154620027605508|11|2031|451
5154620027665320|11|2031|853
5154620027686508|11|2031|816
5154620027680758|11|2031|697
5154620027655552|11|2031|922
5154620027663341|11|2031|031
5154620027628336|11|2031|986
5154620027668118|11|2031|375
5154620027614211|11|2031|827
5154620027638111|11|2031|390
5154620027610862|11|2031|953
5154620027688181|11|2031|711
5154620027660412|11|2031|347
5154620027647401|11|2031|112
5154620027653888|11|2031|057
5154620027633864|11|2031|051
5154620027666088|11|2031|739
5154620027641438|11|2031|792
5154620027662541|11|2031|109
5154620027668373|11|2031|826
5154620027681160|11|2031|690
5154620027632841|11|2031|612
5154620027636701|11|2031|084
5154620027612744|11|2031|922
5154620027621331|11|2031|434
5154620027601663|11|2031|094
5154620027645363|11|2031|843
5154620027640703|11|2031|753
5154620027621422|11|2031|651
5154620027687043|11|2031|556
5154620027630084|11|2031|694
5154620027620424|11|2031|558
5154620027665353|11|2031|698
5154620027677432|11|2031|049
5154620027622313|11|2031|876
5154620027684800|11|2031|635
5154620027632247|11|2031|884
5154620027672110|11|2031|882
5154620027644754|11|2031|471
5154620027644606|11|2031|925
5154620027648144|11|2031|201
5154620027617578|11|2031|961
5154620027613478|11|2031|044
5154620027617628|11|2031|939
5154620027644283|11|2031|740
5154620027660107|11|2031|242
5154620027625167|11|2031|870
5154620027631074|11|2031|781
5154620027635828|11|2031|918
5154620027624202|11|2031|741
5154620027660172|11|2031|271
5154620027648011|11|2031|815
5154620027614252|11|2031|471
5154620027617214|11|2031|640
5154620027674728|11|2031|317
5154620027660537|11|2031|956
5154620027641818|11|2031|916
5154620027656006|11|2031|825
5154620027658077|11|2031|325
5154620027677861|11|2031|457
5154620027630308|11|2031|855
5154620027671534|11|2031|663
5154620027638012|11|2031|308
5154620027647286|11|2031|555
5154620027606142|11|2031|882
5154620027661022|11|2031|883
5154620027630530|11|2031|108
5154620027648003|11|2031|271
5154620027612652|11|2031|650
5154620027673605|11|2031|003
5154620027633286|11|2031|294
5154620027618865|11|2031|189
5154620027687662|11|2031|091
5154620027674736|11|2031|146
5154620027612777|11|2031|867
5154620027620184|11|2031|654
5154620027631520|11|2031|488
5154620027668308|11|2031|365
5154620027647435|11|2031|040
5154620027654357|11|2031|713
5154620027668357|11|2031|051
5154620027604857|11|2031|722
5154620027611340|11|2031|090
5154620027618576|11|2031|307
5154620027685542|11|2031|246
5154620027677127|11|2031|350
5154620027672243|11|2031|582
5154620027648151|11|2031|934
5154620027644614|11|2031|193
5154620027633435|11|2031|886
5154620027648508|11|2031|711
5154620027644721|11|2031|633
5154620027613023|11|2031|103
5154620027656006|11|2031|998
5154620027636537|11|2031|177
5154620027663770|11|2031|067
